ID,Name,Predicted Value,Dataset,Position
273954,M. SainteBB,358500.0,Training,MID
232104,D. James,5253600.0,Training,MID
275681,K. Singh,94200.0,Training,MID
279341,T. Rozalas,1164000.0,Training,MID
270352,M. Achi,723750.0,Training,MID
277618,A. Friday,1300000.0,Training,MID
271614,Jordi Ortega,549500.0,Training,MID
232878,T. Tanaka,228850.0,Training,MID
266820,N. Petrović,1898300.0,Training,MID
279574,A. Manzoni,324250.0,Training,MID
166074,Bebé,1907250.0,Training,MID
271103,W. Łaski,324500.0,Training,MID
258475,G. Sibilli,1669000.0,Training,MID
263815,Abner Vinícius,5410450.0,Training,MID
269671,J. Singh,233500.0,Training,MID
213884,R. Christie,8600000.0,Training,MID
266170,Dawhan,739250.0,Training,MID
261275,M. Ramírez,1302000.0,Training,MID
262094,A. Jackson,1300000.0,Training,MID
209889,R. Guerreiro,23723000.0,Training,MID
208316,A. Blomqvist,452250.0,Training,MID
269427,M. Strzeboński,448500.0,Training,MID
274270,Rui Modesto,1593000.0,Training,MID
262284,V. Poggi,4196000.0,Training,MID
273549,D. Flores,129900.0,Training,MID
261024,M. McFarlane,200300.0,Training,MID
276923,Hélio Varela,4206000.0,Training,MID
268063,J. González,550000.0,Training,MID
258245,M. Szpakowski,720750.0,Training,MID
271342,B. González,975000.0,Training,MID
266786,Jeon Yong Jun,109900.0,Training,MID
272401,S. Glenfield,188200.0,Training,MID
151508,S. Davis,252950.0,Training,MID
260973,S. Abimanyu,275000.0,Training,MID
266767,Lee Seon Yu,99100.0,Training,MID
182184,D. Stephens,2035000.0,Training,MID
267959,Álex Balboa,952250.0,Training,MID
275943,E. Kohler,502750.0,Training,MID
271323,M. Kvocera,298550.0,Training,MID
240916,D. Ljubičić,4586250.0,Training,MID
274555,Mario Martín,2887000.0,Training,MID
201144,M. Badelj,987500.0,Training,MID
273030,G. Cabrera,729500.0,Training,MID
265560,Daniel Queipo,2985000.0,Training,MID
268963,Zhang Jiahui,98200.0,Training,MID
261295,M. RiisnæsB,617500.0,Training,MID
212401,S. Moreira,1298000.0,Training,MID
270850,A. Musayev,524250.0,Training,MID
270490,M. Abo Abd,275000.0,Training,MID
268994,Lorena Navarro,422250.0,Training,MID
268068,X. Martlé,350250.0,Training,MID
264039,L. Dobbin,1598000.0,Training,MID
263637,L. Hartjes,1016000.0,Training,MID
277848,L. Falasco,1012250.0,Training,MID
267853,M. González,1510000.0,Training,MID
271653,Sun Delin,71000.0,Training,MID
277627,D. Varešanović,1899000.0,Training,MID
264534,J. Hiniestroza,499500.0,Training,MID
246447,Nick Firmino,399500.0,Training,MID
275106,T. Rambert,1115000.0,Training,MID
265412,H. Vale,1698000.0,Training,MID
257283,A. Müller,1784000.0,Training,MID
268310,J. Mijares,400000.0,Training,MID
275561,E. Al Muwallad,705000.0,Training,MID
266279,R. Nakamura,482500.0,Training,MID
269855,B. Beganović,324750.0,Training,MID
262585,S. Biuk,5292450.0,Training,MID
272982,C. Rasmussen,1798000.0,Training,MID
254660,J. Thielmann,5493000.0,Training,MID
246420,J. Doku,33555000.0,Training,MID
277266,B. Rice,688500.0,Training,MID
70335,L. Sanabria,2330000.0,Training,MID
261566,Maciel,633000.0,Training,MID
242815,D. Fitz,2782000.0,Training,MID
262347,M. Diongue,207400.0,Training,MID
264074,J. Nowakowski,497750.0,Training,MID
274456,W. Davis,349500.0,Training,MID
265630,B. Williams,200800.0,Training,MID
221671,Lee Jae Sung,6045000.0,Training,MID
226579,A. Zendejas,1172250.0,Training,MID
210214,Jozabed,571750.0,Training,MID
263312,Z. Sertdemir,1399000.0,Training,MID
227535,R. Bentancur,28900000.0,Training,MID
271160,S. Sané,799500.0,Training,MID
266443,K. Okazawa,412500.0,Training,MID
271337,A. Al Shammari,185200.0,Training,MID
255882,F. Díaz,5024000.0,Training,MID
265383,J. Hipp,154900.0,Training,MID
270340,Y. Bellache,472650.0,Training,MID
262137,H. Keïta,2682000.0,Training,MID
71911,Guilherme Zimovski,575000.0,Training,MID
266408,D. MurugesapillaiB,240000.0,Training,MID
262985,Nuno Moreira,2475000.0,Training,MID
277538,Kwon Sun Ho,99400.0,Training,MID
279122,D. Acquah,371500.0,Training,MID
264664,L. Skraback,508250.0,Training,MID
267958,Tomás Mendes,574750.0,Training,MID
244186,Luquinhas,1611200.0,Training,MID
210450,A. Touré,2299750.0,Training,MID
248575,D. Kother,2209000.0,Training,MID
269117,H. Erkip,399250.0,Training,MID
277487,A. Darisi,272750.0,Training,MID
239099,R. Schallenberg,1922000.0,Training,MID
176635,M. Özil,6069400.0,Training,MID
264295,N. Ødegård,851000.0,Training,MID
277480,S. Gałązka,297500.0,Training,MID
272167,Y. Mrabet,1378500.0,Training,MID
278566,T. Portillo,945750.0,Training,MID
230713,A. Al Malki,756500.0,Training,MID
199576,Oriol Romeu,11530250.0,Training,MID
212118,M. Grimes,2300000.0,Training,MID
269126,Wu Xingyu,70300.0,Training,MID
223014,M. Rasmussen,721750.0,Training,MID
274271,M. Bagayoko,844500.0,Training,MID
277684,Dani Requena,1114000.0,Training,MID
275867,S. Resink,1871000.0,Training,MID
274913,C. Bonsu Baah,3416000.0,Training,MID
232904,A. Al Dawsari,301050.0,Training,MID
276496,A. Riep,477500.0,Training,MID
275717,A. Rodriguez,275000.0,Training,MID
255928,M. Diomande,9050000.0,Training,MID
261188,I. Ndiaye,10436800.0,Training,MID
270489,N. Al Meqhem,147060.0,Training,MID
275901,Z. Mitrov,373500.0,Training,MID
266883,K. Toyoda,250000.0,Training,MID
263385,Z. JonesCF,365750.0,Training,MID
279836,Á. Montoro,2154000.0,Training,MID
269447,P. Grabher,469000.0,Training,MID
263633,O. Dasa,1451200.0,Training,MID
268269,M. Williams,191200.0,Training,MID
258784,C. Boukhalfa,1574000.0,Training,MID
263693,V. Taborda,3090000.0,Training,MID
277931,Ramon,2724000.0,Training,MID
215057,I. Marcone,1434650.0,Training,MID
234025,Davide Eustáquio,945500.0,Training,MID
263343,N. Skyttä,1898000.0,Training,MID
270815,L. Eixler,249800.0,Training,MID
181820,S. Jovetić,4410400.0,Training,MID
264853,F. Al Mutairi,124600.0,Training,MID
246877,G. Gaetano,6400000.0,Training,MID
269295,A. Gboho,238450.0,Training,MID
275701,S. Kallaku,668500.0,Training,MID
74512,V. Gebel,1471000.0,Training,MID
277979,G. Abuashvili,449250.0,Training,MID
266866,Éderson,30568200.0,Training,MID
2173,C. Janssens,108050.0,Training,MID
208448,E. Forsberg,14005000.0,Training,MID
275591,J. Łabędzki,297500.0,Training,MID
269945,M. Kesik,777750.0,Training,MID
45456,L. Zelenka,651000.0,Training,MID
241390,E. Elmas,21030000.0,Training,MID
265463,D. Fernandes,107100.0,Training,MID
273605,S. Homenchenko,2131000.0,Training,MID
238067,N. Zaniolo,18855000.0,Training,MID
265861,M. Garbino,347100.0,Training,MID
271087,A. Al Jassim,178900.0,Training,MID
271633,K. Toscano,534000.0,Training,MID
261435,Y. Amyn,1696000.0,Training,MID
262016,D. Norris,275000.0,Training,MID
265709,C. Magallán,966000.0,Training,MID
271270,R. Weijenberg,459500.0,Training,MID
241095,N. Vlašić,19945000.0,Training,MID
271975,Stefan Bajcetic,6738450.0,Training,MID
263200,P. Bojić,817500.0,Training,MID
270933,O. Lunt,108100.0,Training,MID
271131,N. Al Suhaymi,111220.0,Training,MID
266722,N. Rossen,555000.0,Training,MID
74402,M. Bostan,964250.0,Training,MID
275609,P. Sikora,580500.0,Training,MID
262970,A. Zárate,549250.0,Training,MID
236624,A. Barkok,2414000.0,Training,MID
269567,A. Dakaj,348500.0,Training,MID
261843,Andreia Jacinto,2777800.0,Training,MID
211245,M. Cebula,847000.0,Training,MID
271621,B. Recalde,996000.0,Training,MID
278977,F. Gillion,150600.0,Training,MID
278194,Lucía Corrales,380600.0,Training,MID
262221,L. Valente,1699000.0,Training,MID
205990,H. Reed,3497000.0,Training,MID
272997,Mimito,595750.0,Training,MID
206113,S. Gnabry,29100000.0,Training,MID
279621,R. Menacho,126600.0,Training,MID
261873,H. Kumagai,199050.0,Training,MID
262900,M. Franke,497750.0,Training,MID
268853,A. Noorollahi,847750.0,Training,MID
264201,A. Kadri,3436000.0,Training,MID
277315,K. Nelson,250000.0,Training,MID
260833,A. Gîdea,374500.0,Training,MID
263081,M. Faßbender,745000.0,Training,MID
267951,R. Fernández,520750.0,Training,MID
73471,K. Trapanovski,797000.0,Training,MID
253130,Robert Navarro,6535900.0,Training,MID
246070,Iván Jaime,8880600.0,Training,MID
199809,T. Sušić,2528000.0,Training,MID
275069,A. Lucena,1873000.0,Training,MID
253452,M. Azeez,950000.0,Training,MID
226627,T. Minamino,16521000.0,Training,MID
271464,Y. Asprilla,9470000.0,Training,MID
173909,K. Boateng,1192000.0,Training,MID
261326,F. Castro,594500.0,Training,MID
262036,B. Liuzzi,476500.0,Training,MID
264860,F. Johnson,165400.0,Training,MID
273686,R. Domínguez,344800.0,Training,MID
276682,C. Ndour,3775000.0,Training,MID
258433,E. Matazo,3584000.0,Training,MID
269900,M. Larsen,324500.0,Training,MID
220971,N. Keïta,3064250.0,Training,MID
241474,J. Þorsteinsson,2208000.0,Training,MID
254859,A. Mighten,1293750.0,Training,MID
262575,A. Katsantonis,923250.0,Training,MID
254756,B. Armoa,1912000.0,Training,MID
266318,Kang Young Suk,90900.0,Training,MID
273879,M. Zothanpuia,100300.0,Training,MID
274524,Á. Polo,543500.0,Training,MID
262702,M. Hubínek,469500.0,Training,MID
231079,A. Ergin,198950.0,Training,MID
264454,S. Henriksen,250000.0,Training,MID
247851,Bruno Guimarães,59780000.0,Training,MID
218747,C. Pinares,682750.0,Training,MID
264340,K. Al Absi,275000.0,Training,MID
278818,J. Simo,219900.0,Training,MID
177388,D. PayetCF,8020000.0,Training,MID
279478,J. Lacey,172800.0,Training,MID
232639,R. Doan,18735000.0,Training,MID
262451,I. Zanfir,237600.0,Training,MID
263876,Song Xintao,100100.0,Training,MID
231949,S. GhoddosBB,995250.0,Training,MID
272326,S. Ramírez,1084000.0,Training,MID
278102,G. Kodua,624250.0,Training,MID
236472,A. Cardozo,1535000.0,Training,MID
248474,T. Anjorin,1881000.0,Training,MID
263189,Patrick,716750.0,Training,MID
271306,K. Fayad,3751550.0,Training,MID
276877,K. Lukoszek,726500.0,Training,MID
244874,F. Ranocchia,5111000.0,Training,MID
270349,J. Antonioli,526000.0,Training,MID
278728,P. Müller,826500.0,Training,MID
261970,D. Soto,1300000.0,Training,MID
232665,M. Arambarri,11932000.0,Training,MID
276933,N. Buayi-Kiala,868000.0,Training,MID
74436,M. Abu Al Shamat,529250.0,Training,MID
274548,B. Gezek,240000.0,Training,MID
253966,Huang Ruifeng,323650.0,Training,MID
209698,B. Touré,1664000.0,Training,MID
261178,A. Napolitano,696250.0,Training,MID
265590,M. Palomino,472000.0,Training,MID
226168,M. Eggestein,6085000.0,Training,MID
272781,E. Ben Seghir,12060000.0,Training,MID
171877,M. Hamšík,6728500.0,Training,MID
70066,G. Sloane-Rodrigues,300500.0,Training,MID
265063,J. Minge,8574200.0,Training,MID
264755,D. Ruiz,11814450.0,Training,MID
272806,Wei Zhiwei,90600.0,Training,MID
212486,J. Herron,147600.0,Training,MID
277505,R. Vinge,725250.0,Training,MID
263391,E. Galara,273500.0,Training,MID
271538,O. Davida,1470000.0,Training,MID
233631,A. Ndiaye,5974000.0,Training,MID
264703,S. González,2593000.0,Training,MID
236632,David Neres,19695000.0,Training,MID
263809,M. Robberechts,876500.0,Training,MID
268523,R. Yamada,231500.0,Training,MID
279253,F. Cartwright,240450.0,Training,MID
263294,A. Denholm,773500.0,Training,MID
254088,Amad,16935000.0,Training,MID
251022,C. Costin,830500.0,Training,MID
276787,A. Sishuba,1680000.0,Training,MID
265480,L. Fernández,309850.0,Training,MID
231493,L. Kleinheisler,1504000.0,Training,MID
268717,D. López,153000.0,Training,MID
272928,W. Odefalk,842750.0,Training,MID
226754,I. Bennacer,43935000.0,Training,MID
263776,L. Leigh,350250.0,Training,MID
270475,P. Brouwer,723750.0,Training,MID
278126,Selvi,1297000.0,Training,MID
189790,Caio,52100.0,Training,MID
251854,Pedri,89417200.0,Training,MID
268133,Y. López,879000.0,Training,MID
260831,V. Bradonjić,724250.0,Training,MID
276632,A. El Azzouzi,1516000.0,Training,MID
277019,L. Mihai,765750.0,Training,MID
275156,N. Rodríguez,729750.0,Training,MID
231044,J. Aribo,3195000.0,Training,MID
275420,S. Zitman,528750.0,Training,MID
205525,Bernard,6299650.0,Training,MID
278779,C. Sagoe Jr,373000.0,Training,MID
228938,O. Jones,387250.0,Training,MID
275559,A. Al Hotailah,170900.0,Training,MID
270607,S. Khan,435000.0,Training,MID
271916,Bryan Zaragoza,12594600.0,Training,MID
244179,N. Niemann,1349500.0,Training,MID
277364,B. Rotar,320000.0,Training,MID
178235,Paulinho,442000.0,Training,MID
252706,E. López,1530000.0,Training,MID
268450,S. Scheperman,1032000.0,Training,MID
268369,H. Frenschl,362500.0,Training,MID
277243,F. Przybułek,350000.0,Training,MID
261611,M. MitsutaCF,1100000.0,Training,MID
239380,N. Lang,23160000.0,Training,MID
242090,O. Solbakken,3137000.0,Training,MID
234468,E. Reynoso,16800000.0,Training,MID
268873,V. Mancini,522250.0,Training,MID
262236,A. Richardson,6885000.0,Training,MID
242108,K. Grozos,713000.0,Training,MID
270555,Gustavo Klismahn,1093500.0,Training,MID
278103,Diego Campo,249250.0,Training,MID
269901,B. Kvist,284950.0,Training,MID
269989,A. Dușmanu,324000.0,Training,MID
271711,J. Mukuna,190530.0,Training,MID
266303,A. Abdulai,583250.0,Training,MID
210315,Raúl De Tomás,10480000.0,Training,MID
156519,H. Herrera,5001350.0,Training,MID
257540,A. Knauff,14975700.0,Training,MID
274889,G. Ayine,804750.0,Training,MID
267526,J. Chambers,219800.0,Training,MID
269086,D. Lobban,521250.0,Training,MID
264041,D. GordonB,203700.0,Training,MID
261993,Álex Cardero,2100000.0,Training,MID
269891,J. Amoako,569750.0,Training,MID
264515,M. Divković,946000.0,Training,MID
261183,G. Álvez,1405000.0,Training,MID
277719,Mada,373250.0,Training,MID
277691,Quintanilla,1565000.0,Training,MID
262425,Miki Muñoz,983250.0,Training,MID
270521,D. Kadji,426500.0,Training,MID
243527,F. Caligara,1479000.0,Training,MID
266811,T. Kato,193420.0,Training,MID
224202,I. Chochev,489750.0,Training,MID
275084,C. Bolton,116900.0,Training,MID
265058,E. Memeti,2642500.0,Training,MID
278338,Saná Fernandes,751000.0,Training,MID
212338,E. Ba,777000.0,Training,MID
255565,K. Mitoma,25620000.0,Training,MID
268926,E. Duca,823500.0,Training,MID
269800,M. Raičković,707000.0,Training,MID
259790,I. Machuca,6759600.0,Training,MID
276691,F. Faggi,400000.0,Training,MID
264405,J. Dago,723500.0,Training,MID
261428,J. Michelbrink,899250.0,Training,MID
263279,O. Pohlmann,2790000.0,Training,MID
279241,S. Meyer,296500.0,Training,MID
261336,J. Philogene,12480000.0,Training,MID
279402,R. Ejeda,1204150.0,Training,MID
234741,G. Hamer,7318850.0,Training,MID
263236,Y. Heimur,260800.0,Training,MID
221896,D. Avdijaj,1690000.0,Training,MID
266346,W. Fernández,896000.0,Training,MID
268281,D. Lipsiuc,180400.0,Training,MID
267623,L. de Bolle,568250.0,Training,MID
279385,G. Hernandero,1735000.0,Training,MID
257353,W. Bondo,2875000.0,Training,MID
70066,G. Sloane-Rodrigues,300500.0,Training,MID
271040,J. Shaw,392850.0,Training,MID
268125,S. Benítez,496000.0,Training,MID
277849,L. Pascual,858500.0,Training,MID
261050,Francisco Conceição,23194100.0,Training,MID
267626,M. Galarza,4070000.0,Training,MID
270043,P. Manske,478250.0,Training,MID
246444,T. Iwata,2851000.0,Training,MID
272927,T. Bergvall,509500.0,Training,MID
266798,M. Alghoul,428500.0,Training,MID
246121,S. Kelly,919750.0,Training,MID
271670,L. Nomel,275650.0,Training,MID
264063,A. Badolato,524500.0,Training,MID
74866,André,10500000.0,Training,MID
162347,João Moutinho,3430600.0,Training,MID
245155,M. Kudus,43245000.0,Training,MID
275533,F. MaiB,1615050.0,Training,MID
246947,P. Akouokou,1745000.0,Training,MID
232446,K. Kairinen,10235000.0,Training,MID
271919,S. Moreyra,2148000.0,Training,MID
231866,Rodri,108837000.0,Training,MID
275477,Cui Zijun,97900.0,Training,MID
233029,R. Aliendro,3193140.0,Training,MID
277870,C. Favasuli,1395000.0,Training,MID
235389,C. Rodríguez,2420900.0,Training,MID
263936,D. Ayala,547000.0,Training,MID
264330,C. Zafeiris,11340000.0,Training,MID
236490,K. Arase,767090.0,Training,MID
276659,K. Kujabi,381250.0,Training,MID
272790,Yan Yu,73000.0,Training,MID
266617,D. Prutsev,2636000.0,Training,MID
245792,E. Grezda,1127000.0,Training,MID
275881,Víctor Barberá,1400000.0,Training,MID
12326,M. Berson,1069000.0,Training,MID
271922,D. Degli Innocenti,1513000.0,Training,MID
275807,H. Tomalski,322700.0,Training,MID
213556,Somália,923250.0,Training,MID
237629,A. Maier,9880000.0,Training,MID
273114,J. Lemmer,1297000.0,Training,MID
163699,S. Sessègnon,1418750.0,Training,MID
277456,O. Kashchuk,1484000.0,Training,MID
263231,Régis,489250.0,Training,MID
275080,K. Bilalovic,240000.0,Training,MID
267902,D. Glaby,990250.0,Training,MID
277676,S. Al Saeed,150000.0,Training,MID
234396,A. Davies,50533000.0,Training,MID
270026,K. Kaissis,472000.0,Training,MID
209499,Fabinho,25510000.0,Training,MID
262719,M. Cioiu,626750.0,Training,MID
235008,L. Robertone,6360000.0,Training,MID
271120,M. Kleijn,522500.0,Training,MID
261487,V. Navas,891750.0,Training,MID
267926,O. Patrick,100800.0,Training,MID
174381,C. Riveros,90650.0,Training,MID
267868,S. Braybrooke,754650.0,Training,MID
206545,Manu Trigueros,5692450.0,Training,MID
274007,F. Barrios,618250.0,Training,MID
246174,H. Elliott,26161500.0,Training,MID
226604,D. Valoyes,8565500.0,Training,MID
243669,J. Anthony,3159000.0,Training,MID
261100,N. Söderberg,851250.0,Training,MID
233606,J. Angulo,2887400.0,Training,MID
277649,Hugo González,1899000.0,Training,MID
270027,J. Bookjans,724750.0,Training,MID
243282,D. McNeil,18910000.0,Training,MID
262171,E. Bove,12110500.0,Training,MID
240448,P. Ruiz,2015000.0,Training,MID
277681,H. Watts,203300.0,Training,MID
276314,R. Belghali,1533000.0,Training,MID
224739,P. Olayinka,7975000.0,Training,MID
176903,M. Iturra,568700.0,Training,MID
255258,Óscar Clemente,1084750.0,Training,MID
279692,J. Löpping,725000.0,Training,MID
266720,R. Shabong,147550.0,Training,MID
262044,R. Howley,549750.0,Training,MID
229702,J. Mees,848250.0,Training,MID
271296,M. Jurásek,6445450.0,Training,MID
205005,L. Droppa,194800.0,Training,MID
267750,R. Sanchez,1675000.0,Training,MID
274440,I. Fofana,498250.0,Training,MID
273024,J. Selvén,519750.0,Training,MID
262667,L. Herrmann,997250.0,Training,MID
271213,S. Giovane,1798000.0,Training,MID
272609,T. Scott,209100.0,Training,MID
279619,A. Urzua,127300.0,Training,MID
268484,B. Mansilla,1898000.0,Training,MID
269520,Yang Yilin,209150.0,Training,MID
228251,L. Pellegrini,36160000.0,Training,MID
278351,K. Zeroli,1693000.0,Training,MID
271759,J. Vetro,1198000.0,Training,MID
264062,L. Zabala,406250.0,Training,MID
270649,J. Herrera,1898000.0,Training,MID
261402,R. Morales,457000.0,Training,MID
277170,J. Swierot,260100.0,Training,MID
271318,Cuca Fernandes,736750.0,Training,MID
272829,Ângelo,6605000.0,Training,MID
258942,O. Popescu,2817250.0,Training,MID
270113,B. Khela,398500.0,Training,MID
271486,E. Almog,1082750.0,Training,MID
265672,A. Freitag,145400.0,Training,MID
278587,D. Gül,1986000.0,Training,MID
181098,M. Hasebe,412450.0,Training,MID
261934,Li Xingxian,119100.0,Training,MID
262416,Chiquinho,3643000.0,Training,MID
266050,J. Ceesay,1094000.0,Training,MID
271369,V. Pereyra,482950.0,Training,MID
258648,Carlos Augusto,23220000.0,Training,MID
279016,J. Sebas,1879000.0,Training,MID
263248,I. Tsoutsouki,74100.0,Training,MID
264469,W. Sulaeman,129500.0,Training,MID
273008,J. Schreuders,1831000.0,Training,MID
273968,S. Luján,891500.0,Training,MID
277987,G. Corradini,301250.0,Training,MID
263943,Javi Serrano,1212000.0,Training,MID
223842,L. Colitto,1489000.0,Training,MID
189509,Thiago,22535000.0,Training,MID
263661,Pernambuco,875500.0,Training,MID
248148,Zubimendi,35360000.0,Training,MID
266892,J. Rojas,774750.0,Training,MID
252975,B. Traoré,4015000.0,Training,MID
264067,A. Hrosu,236300.0,Training,MID
270460,A. Noor,719540.0,Training,MID
263341,R. Curescu,239900.0,Training,MID
228010,Hwang In Beom,6985000.0,Training,MID
267908,J. Torres,702500.0,Training,MID
241852,M. Diaby,40180250.0,Training,MID
278762,M. Cervantes,429750.0,Training,MID
278039,A. Álvarez,713750.0,Training,MID
261785,J. Cayman,715530.0,Training,MID
269544,Wang Yuchen,91700.0,Training,MID
252931,L. Ivanušec,6505000.0,Training,MID
270063,Jair Tavares,974500.0,Training,MID
277027,M. Tomič,1949000.0,Training,MID
258171,Hannibal,3600000.0,Training,MID
274516,I. Osman,2195000.0,Training,MID
275307,J. Smits,303500.0,Training,MID
268378,S. Maronkevic,671750.0,Training,MID
276316,H. Teklab,971250.0,Training,MID
246459,M. Daramy,9505000.0,Training,MID
270004,J. Williams,100000.0,Training,MID
273520,M. Hamano,673150.0,Training,MID
270726,S. Asiri,147800.0,Training,MID
275196,R. Vata,2201000.0,Training,MID
266301,Netinho,471750.0,Training,MID
254120,T. Doyle,9385000.0,Training,MID
70996,J. Wright,1000450.0,Training,MID
241042,O. Skipp,13100450.0,Training,MID
263326,A. Camara,3089000.0,Training,MID
278152,L. Cosimi,475000.0,Training,MID
261835,Tatiana Pinto,86300.0,Training,MID
236499,Douglas Luiz,44877500.0,Training,MID
239778,J. Moder,2682000.0,Training,MID
214971,F. Pizzini,2908000.0,Training,MID
263995,D. Crisostomo,298250.0,Training,MID
223427,L. Jäger,725500.0,Training,MID
263535,W. Martínez Tauda,374500.0,Training,MID
263435,E. Gebreyesus,750000.0,Training,MID
265431,E. Radaslavescu,1003750.0,Training,MID
264839,W. Jenkins-Davies,297750.0,Training,MID
72382,J. Velázquez,1699000.0,Training,MID
242402,A. Eisa,498500.0,Training,MID
176676,Marcelo,8932000.0,Training,MID
271984,L. Ambros,793250.0,Training,MID
264073,E. Mala,1088000.0,Training,MID
273657,J. Vélez,2071000.0,Training,MID
263932,T. Hammond,624500.0,Training,MID
279786,M. Hinestroza,550000.0,Training,MID
265250,S. Ingle,4323400.0,Training,MID
277474,F. Al Sibyani,110100.0,Training,MID
242004,Jeon Jin Woo,260800.0,Training,MID
270396,D. Sür,400000.0,Training,MID
263437,I. Sosa,2716000.0,Training,MID
262151,E. Fernández,5716400.0,Training,MID
241408,M. Reuvers,624250.0,Training,MID
199652,D. Praet,2887000.0,Training,MID
261871,A. Robinson,108500.0,Training,MID
271980,W. Clem,2105000.0,Training,MID
266791,Kim Dong Hyun,110200.0,Training,MID
261141,M. Sellouki,1219000.0,Training,MID
264862,M. Akliouche,22172400.0,Training,MID
262984,K. Schumacher,854000.0,Training,MID
274424,Seo Seung Woo,152550.0,Training,MID
244260,Dani Olmo,63845000.0,Training,MID
241878,D. Mercado,495500.0,Training,MID
215107,H. Villalba,3031000.0,Training,MID
271157,M. Macarthur,351500.0,Training,MID
264230,Ureña,2696000.0,Training,MID
215995,E. Méndez,419850.0,Training,MID
264125,J. Spong,305750.0,Training,MID
261521,G. Rosa,131830.0,Training,MID
273997,A. Đokanović,928000.0,Training,MID
271812,I. Griffith,975000.0,Training,MID
180206,M. Pjanić,20590000.0,Training,MID
270829,M. Sellinger,354500.0,Training,MID
274090,F. Paoletti,549750.0,Training,MID
279046,J. Bauer,447000.0,Training,MID
268559,D. Portilla,950000.0,Training,MID
269888,M. Polster,968000.0,Training,MID
255293,U. Güneş,1922000.0,Training,MID
213516,Ricardo Horta,22493900.0,Training,MID
278172,E. Mbappé,1193000.0,Training,MID
277653,Edgar Alcañiz,772750.0,Training,MID
270561,J. Bjarnason,301000.0,Training,MID
275336,T. O'Connor,2177200.0,Training,MID
261620,A. Bustos,1083000.0,Training,MID
251570,R. Cherki,16555000.0,Training,MID
277072,B. Bafdili,1401000.0,Training,MID
273022,Yeray,799250.0,Training,MID
261780,M. Chol,282900.0,Training,MID
275077,F. Topić,1425000.0,Training,MID
272648,T. Keskinen,1596000.0,Training,MID
252088,Saúl Crespo,893500.0,Training,MID
261633,M. Assomo,646000.0,Training,MID
275066,M. Serrano,644250.0,Training,MID
279086,P. Langhoff,203000.0,Training,MID
279544,A. Fadal,548750.0,Training,MID
271223,M. Diarra,1636000.0,Training,MID
255257,Joelson Fernandes,1576000.0,Training,MID
263828,Roger Fernandes,6700350.0,Training,MID
275910,M. Musatti,773250.0,Training,MID
197891,Juanmi,10896400.0,Training,MID
259316,T. Leoni,4076400.0,Training,MID
264772,É. Carrión,957550.0,Training,MID
189251,S. Rudy,2376000.0,Training,MID
276903,M. BenjaminsCF,283650.0,Training,MID
278301,P. Candelari,239800.0,Training,MID
269547,He Tongshuai,71100.0,Training,MID
262066,J. Troya,497250.0,Training,MID
279050,B. Antonio,898000.0,Training,MID
264031,M. Rosales,536550.0,Training,MID
224304,Ł. MonetaCF,392750.0,Training,MID
275580,Puyi,127090.0,Training,MID
273124,Célio Pompeu,1082000.0,Training,MID
279237,J. Hamman,118900.0,Training,MID
246237,E. Bullaude,3526950.0,Training,MID
267629,R. Garro,13935000.0,Training,MID
274368,E. Vera,2954800.0,Training,MID
273575,A. AndresenB,312250.0,Training,MID
271942,Ane Azkona,590700.0,Training,MID
245541,G. Reyna,11610000.0,Training,MID
252324,Riquelme,22705000.0,Training,MID
276992,M. Molendowski,345250.0,Training,MID
271672,Joel del Pino,920090.0,Training,MID
276042,A. Aguinaga,797000.0,Training,MID
243353,B. Mumba,3731100.0,Training,MID
211110,P. Dybala,69238500.0,Training,MID
267746,Luizão,575500.0,Training,MID
193348,X. Shaqiri,3195000.0,Training,MID
183895,M. Moralez,782710.0,Training,MID
259331,M. Portanova,2087000.0,Training,MID
70112,A. Torres,119500.0,Training,MID
241464,Pau Torres,29450000.0,Training,MID
243256,O. Pikhalyonok,6240500.0,Training,MID
270099,M. Brkljača,1013000.0,Training,MID
239324,M. Talal,564250.0,Training,MID
70019,F. Heard,400000.0,Training,MID
264023,B. Archbold,118400.0,Training,MID
262334,D. Proper,3532600.0,Training,MID
264188,T. Fukui,2864000.0,Training,MID
239307,R. D'Haese,1105000.0,Training,MID
270548,D. Angleberger,298750.0,Training,MID
267746,Luizão,575500.0,Training,MID
263940,D. Adjei-Hersey,230700.0,Training,MID
232487,W. Endo,13907500.0,Training,MID
262480,R. Ilie,2701000.0,Training,MID
250789,D. Bakwa,15135000.0,Training,MID
240040,C. Holse,2469000.0,Training,MID
271281,E. Gültekin,647000.0,Training,MID
205201,O. Yokuşlu,6385000.0,Training,MID
73009,R. Safi,546750.0,Training,MID
276736,T. Begić,1594000.0,Training,MID
270028,M. Schultz,217850.0,Training,MID
271013,P. Nuamah,570750.0,Training,MID
272322,N. Sahsah,350000.0,Training,MID
278848,K. Torres,886750.0,Training,MID
267889,R. Hernández,523000.0,Training,MID
231227,N. Dorsch,7190450.0,Training,MID
259849,Gabriel Veron,12240000.0,Training,MID
262017,C. Stringer,99900.0,Training,MID
278020,M. Galarza Fonda,1092000.0,Training,MID
262902,V. Šapina,1155750.0,Training,MID
273679,L. Vrbančić,1459000.0,Training,MID
260876,M. Kjaergaard,6855000.0,Training,MID
278817,A. Brown,139800.0,Training,MID
